,level_0,index,country,cowcc,year,risk,level,explore,pursue,acquire,gdpcap,g2,industry1,rivalry,disputes,allies,democracy,democratization,percentdems,openness,liberalization,iso2c,iso3c,region,log_gdpcap,log_g2
1375,1375,1391,Guyana,110,1996,30,0,0,0,0,2867,8219689,0,0,0,1,6,13,37.110001,212.25999,-70.139999,GY,GUY,South America,7.961370202,15.92204305
1376,1376,1392,Guyana,110,1997,31,0,0,0,0,3438,11800000,0,0,0,1,6,0,35.849998,208.37,-46.23,GY,GUY,South America,8.14293601,16.28361017
1377,1377,1393,Guyana,110,1998,32,0,0,0,0,3425,11700000,0,0,0,1,6,0,35.849998,204.81,-18.07,GY,GUY,South America,8.139148679,16.27509949
1378,1378,1394,Guyana,110,1999,33,0,0,0,0,3613,13100000,0,0,0.2,1,6,0,31.450001,205.61,-8.1300001,GY,GUY,South America,8.192570471,16.38812286
1413,1413,1454,Ecuador,130,1952,7,0,0,0,0,1712,2930944,0,1,1,1,2,3,32.93,32.310001,32.310001,EC,ECU,South America,7.446001498,14.89083545
1414,1414,1455,Ecuador,130,1953,8,0,0,0,0,1744,3041536,0,1,1,1,2,0,31.33,34.189999,34.189999,EC,ECU,South America,7.464509835,14.92787354
1415,1415,1456,Ecuador,130,1954,9,0,0,0,0,1818,3305124,0,1,1.2,1,2,0,31.4,39.380001,39.380001,EC,ECU,South America,7.506042179,15.01098485
1416,1416,1457,Ecuador,130,1955,10,0,0,0,0,1822,3319684,0,1,1.4,1,2,0,31.030001,36.66,6.0300002,EC,ECU,South America,7.508238775,15.01538046
1417,1417,1458,Ecuador,130,1956,11,0,0,0,0,1823,3323329,0,1,1.2,1,2,0,31.82,36.560001,4.25,EC,ECU,South America,7.508787171,15.01647785
1418,1418,1459,Ecuador,130,1957,12,0,0,0,0,1850,3422500,0,1,1,1,2,0,32.580002,36.630001,2.4400001,EC,ECU,South America,7.523481313,15.04588213
1419,1419,1460,Ecuador,130,1958,13,0,0,0,0,1826,3334276,0,1,0.80000001,1,2,0,28.889999,34.869999,-4.5100002,EC,ECU,South America,7.510430556,15.01976642
1420,1420,1461,Ecuador,130,1959,14,0,0,0,0,1872,3504384,0,1,0.40000001,1,2,0,29.030001,34.700001,-1.96,EC,ECU,South America,7.535296702,15.0695256
1421,1421,1462,Ecuador,130,1960,15,0,0,0,0,1974,3896676,0,1,0,1,2,0,25.889999,34.639999,-1.92,EC,ECU,South America,7.588323677,15.1756347
1422,1422,1463,Ecuador,130,1961,16,0,0,0,0,1960,3841600,0,1,0,1,-1,-3,25.219999,35.200001,-1.4299999,EC,ECU,South America,7.581209826,15.16139976
1423,1423,1464,Ecuador,130,1962,17,0,0,0,0,1979,3916441,0,1,0,1,-1,-3,25.219999,36.639999,1.77,EC,ECU,South America,7.590852124,15.18069415
1424,1424,1465,Ecuador,130,1963,18,0,0,0,0,1989,3956121,0,1,0.2,1,-1,-3,25.219999,33.509998,-1.1900001,EC,ECU,South America,7.595889918,15.19077481
1425,1425,1466,Ecuador,130,1964,19,0,0,0,0,2095,4389025,0,1,0.2,1,-1,-3,21.950001,34.02,-0.61000001,EC,ECU,South America,7.647786045,15.29461789
1426,1426,1467,Ecuador,130,1965,20,0,0,0,0,2088,4359744,0,1,0.2,1,-1,-3,22.58,34.43,-0.76999998,EC,ECU,South America,7.644440762,15.28792413
1427,1427,1468,Ecuador,130,1966,21,0,0,0,0,2064,4260096,0,1,0.2,1,-1,0,22.83,35.209999,-1.4299999,EC,ECU,South America,7.632885505,15.26480249
1428,1428,1469,Ecuador,130,1967,22,0,0,0,0,2135,4558225,0,1,0.40000001,1,-1,0,22.66,34.799999,1.29,EC,ECU,South America,7.6666902,15.33244407
1429,1429,1470,Ecuador,130,1968,23,0,0,0,0,2182,4761124,0,1,0.2,1,5,6,22.9,35.529999,1.51,EC,ECU,South America,7.688455357,15.37599454
1430,1430,1471,Ecuador,130,1969,24,0,0,0,0,2180,4752400,0,1,0.2,1,5,6,23.66,31.66,-2.77,EC,ECU,South America,7.687538766,15.37416052
1431,1431,1472,Ecuador,130,1970,25,0,0,0,0,2274,5171076,0,1,0.2,1,0,1,24.059999,32.580002,-2.6300001,EC,ECU,South America,7.729735331,15.45859154
1432,1432,1473,Ecuador,130,1971,26,0,0,0,0,2324,5400976,0,1,0.40000001,1,0,1,22.790001,39.34,4.54,EC,ECU,South America,7.751475318,15.50209042
1433,1433,1474,Ecuador,130,1972,27,0,0,0,0,2566,6584356,0,1,0.40000001,1,-5,-4,23.360001,41.200001,5.6700001,EC,ECU,South America,7.850493181,15.70020724
1434,1434,1475,Ecuador,130,1973,28,0,0,0,0,3043,9259849,0,1,0.40000001,1,-5,-10,24.82,46.610001,14.95,EC,ECU,South America,8.020927719,16.04119841
1435,1435,1476,Ecuador,130,1974,29,0,0,0,0,3297,10900000,0,1,0.40000001,1,-5,-10,25.360001,67.290001,34.709999,EC,ECU,South America,8.101071503,16.20427344
1436,1436,1477,Ecuador,130,1975,30,0,0,0,0,3452,11900000,0,1,0.40000001,1,-5,-5,25.35,58.900002,19.559999,EC,ECU,South America,8.146998697,16.29204904
1437,1437,1478,Ecuador,130,1976,31,0,0,0,0,3663,13400000,0,1,0.2,1,-5,-5,26.059999,52.779999,11.58,EC,ECU,South America,8.206310726,16.41076534
1438,1438,1479,Ecuador,130,1977,32,0,0,0,0,3886,15100000,0,1,0.2,1,-5,0,26.059999,52.529999,5.9299998,EC,ECU,South America,8.265392931,16.53020537
1439,1439,1480,Ecuador,130,1978,33,0,0,0,0,3988,15900000,0,1,0.40000001,1,-5,0,26.059999,48.369999,-18.91,EC,ECU,South America,8.291295852,16.58182973
1440,1440,1481,Ecuador,130,1979,34,0,0,0,0,4081,16700000,0,1,0.40000001,1,9,14,26.76,51.330002,-7.5700002,EC,ECU,South America,8.314342343,16.63091934
1441,1441,1482,Ecuador,130,1980,35,0,0,0,0,4191,17600000,1,1,0.60000002,1,9,14,26.059999,50.540001,-2.24,EC,ECU,South America,8.340933226,16.68340952
1442,1442,1483,Ecuador,130,1981,36,0,0,0,0,4228,17900000,1,1,1,1,9,14,25.35,42.509998,-10.03,EC,ECU,South America,8.349720837,16.70031133
1443,1443,1484,Ecuador,130,1982,37,0,0,0,0,4167,17400000,1,1,0.80000001,1,9,14,26.059999,44.41,-3.97,EC,ECU,South America,8.335191583,16.67198082
1444,1444,1485,Ecuador,130,1983,38,0,0,0,0,3916,15300000,1,1,0.60000002,1,9,14,26.76,43.610001,-7.7199998,EC,ECU,South America,8.273081334,16.54336345
1445,1445,1486,Ecuador,130,1984,39,0,0,0,0,3914,15300000,1,1,0.80000001,1,8,-1,26.76,45.110001,-5.4400001,EC,ECU,South America,8.272570608,16.54336345
1446,1446,1487,Ecuador,130,1985,40,0,0,0,0,3923,15400000,1,1,0.60000002,1,8,-1,27.459999,47.66,5.1500001,EC,ECU,South America,8.274866821,16.54987813
1447,1447,1488,Ecuador,130,1986,41,0,0,0,0,3914,15300000,1,1,0.2,1,8,-1,27.459999,45.41,1,EC,ECU,South America,8.272570608,16.54336345
1448,1448,1489,Ecuador,130,1987,42,0,0,0,0,3625,13100000,1,1,0.2,1,8,-1,27.459999,54.369999,10.76,EC,ECU,South America,8.195885391,16.38812286
1449,1449,1490,Ecuador,130,1988,43,0,0,0,0,3873,15000000,1,1,0.2,1,9,0,28.870001,58.91,13.81,EC,ECU,South America,8.262042844,16.52356083
1450,1450,1491,Ecuador,130,1989,44,0,0,0,0,3768,14200000,1,1,0,1,9,1,30.280001,60.48,12.83,EC,ECU,South America,8.234564993,16.46875259
1451,1451,1492,Ecuador,130,1990,45,0,0,0,0,3776,14300000,1,1,0,1,9,1,34.029999,60.200001,14.79,EC,ECU,South America,8.236685323,16.47577017
1452,1452,1493,Ecuador,130,1991,46,0,0,0,0,3843,14800000,1,1,0.2,1,9,1,32.91,61.16,6.7800002,EC,ECU,South America,8.25426877,16.51013781
1453,1453,1494,Ecuador,130,1992,47,0,0,0,0,3850,14800000,1,1,0.2,1,9,1,34.810001,59.369999,0.46000001,EC,ECU,South America,8.256088134,16.51013781
1454,1454,1495,Ecuador,130,1993,48,0,0,0,0,3826,14600000,1,1,0.2,1,9,0,35,51.639999,-8.8500004,EC,ECU,South America,8.249836485,16.49653216
1455,1455,1496,Ecuador,130,1994,49,0,0,0,0,3878,15000000,1,1,0.2,1,9,0,35,50.450001,-9.75,EC,ECU,South America,8.263332667,16.52356083
1456,1456,1497,Ecuador,130,1995,50,0,0,0,0,3882,15100000,1,1,0.60000002,1,9,0,35.220001,58.490002,-2.6700001,EC,ECU,South America,8.26436333,16.53020537
1457,1457,1498,Ecuador,130,1996,51,0,0,0,0,3863,14900000,1,1,0.40000001,1,9,0,37.110001,53.830002,-5.54,EC,ECU,South America,8.259458195,16.51687184
1458,1458,1499,Ecuador,130,1997,52,0,0,0,0,3895,15200000,1,1,0.60000002,1,8,-1,35.849998,58.880001,7.2399998,EC,ECU,South America,8.267705665,16.53680605
1459,1459,1500,Ecuador,130,1998,53,0,0,0,0,3838,14700000,1,1,0.80000001,1,9,0,35.849998,57.360001,6.9000001,EC,ECU,South America,8.252967195,16.50335812
1460,1460,1501,Ecuador,130,1999,54,0,0,0,0,3456,11900000,1,1,0.80000001,1,8,-1,31.450001,62.77,4.2800002,EC,ECU,South America,8.14815644,16.29204904
1461,1461,1502,Ecuador,130,2000,55,0,0,0,0,3467,12000000,1,1,0.40000001,1,8,-1,31.450001,73.360001,19.540001,EC,ECU,South America,8.151333338,16.30041729
1467,1467,1508,Peru,135,1950,5,0,0,0,0,2405,5784025,0,1,1,1,4,2,29.629999,36.259998,3.0899999,PE,PER,South America,7.785720897,15.57061054
1468,1468,1509,Peru,135,1951,6,0,0,0,0,2709,7338681,0,1,1,1,4,2,29.27,39.360001,3.0899999,PE,PER,South America,7.904703914,15.80866982
1469,1469,1510,Peru,135,1952,7,0,0,0,0,2783,7745089,0,1,0.66666669,1,4,2,32.93,39.990002,3.72,PE,PER,South America,7.931644021,15.86256965
1470,1470,1511,Peru,135,1953,8,0,0,0,0,2764,7639696,0,1,0.75,1,4,2,31.33,39.290001,3.03,PE,PER,South America,7.924795914,15.8488685
1471,1471,1512,Peru,135,1954,9,0,0,0,0,2784,7750656,0,1,0.80000001,1,4,2,31.4,38.389999,2.1199999,PE,PER,South America,7.932003152,15.86328817
1472,1472,1513,Peru,135,1955,10,0,0,0,0,2930,8584900,0,1,1,1,4,0,31.030001,40.869999,1.51,PE,PER,South America,7.983098941,15.96551552
1473,1473,1514,Peru,135,1956,11,0,0,0,0,3076,9461776,0,1,0.80000001,1,4,0,31.82,42.23,2.24,PE,PER,South America,8.031710375,16.06277077
1474,1474,1515,Peru,135,1957,12,0,0,0,0,3065,9394225,0,1,0.80000001,1,4,0,32.580002,42.540001,3.24,PE,PER,South America,8.028129059,16.0556058
1475,1475,1516,Peru,135,1958,13,0,0,0,0,2975,8850625,0,1,0.60000002,1,4,0,28.889999,41.220001,2.8299999,PE,PER,South America,7.998335396,15.99599875
1476,1476,1517,Peru,135,1959,14,0,0,0,0,2849,8116801,0,1,0.40000001,1,4,0,29.030001,40.540001,-0.33000001,PE,PER,South America,7.955074273,15.90944679
1477,1477,1518,Peru,135,1960,15,0,0,0,0,3118,9721924,0,1,0,1,4,0,25.889999,41.580002,-0.63999999,PE,PER,South America,8.045267717,16.0898942
1478,1478,1519,Peru,135,1961,16,0,0,0,0,3293,10800000,0,1,0,1,4,0,25.219999,44.18,1.64,PE,PER,South America,8.099857911,16.19505678
1479,1479,1520,Peru,135,1962,17,0,0,0,0,3528,12400000,0,1,0.2,1,4,0,25.219999,43.07,1.85,PE,PER,South America,8.168769824,16.33320711
1480,1480,1521,Peru,135,1963,18,0,0,0,0,3707,13700000,0,1,0.2,1,5,1,25.219999,41.119999,0.56999999,PE,PER,South America,8.218247927,16.43290646
1481,1481,1522,Peru,135,1964,19,0,0,0,0,3811,14500000,1,1,0.2,1,5,1,21.950001,38.330002,-3.26,PE,PER,South America,8.245909265,16.48965928
1482,1482,1523,Peru,135,1965,20,0,0,0,0,3959,15700000,1,1,0.2,1,5,1,22.58,35.610001,-8.5699997,PE,PER,South America,8.283999304,16.56917133
1483,1483,1524,Peru,135,1966,21,0,0,0,0,4216,17800000,1,1,0.2,1,5,1,22.83,35.669998,-7.3899999,PE,PER,South America,8.346879254,16.69470907
1484,1484,1525,Peru,135,1967,22,0,0,0,0,4255,18100000,1,1,0,1,5,1,22.66,36.57,-4.5500002,PE,PER,South America,8.356085031,16.71142255
1485,1485,1526,Peru,135,1968,23,0,0,0,0,4309,18600000,1,1,0,1,-7,-12,22.9,37.990002,-0.34,PE,PER,South America,8.368693183,16.73867219
1486,1486,1527,Peru,135,1969,24,0,0,0,0,4398,19300000,1,1,0.2,1,-7,-12,23.66,35.220001,-0.38999999,PE,PER,South America,8.389132521,16.77561571
1487,1487,1528,Peru,135,1970,25,0,0,0,0,4705,22100000,1,1,0.2,1,-7,-12,24.059999,33.889999,-1.78,PE,PER,South America,8.456593569,16.91108821
1488,1488,1529,Peru,135,1971,26,0,0,0,0,4787,22900000,1,1,0.2,1,-7,-12,22.790001,29.389999,-7.1700001,PE,PER,South America,8.473868067,16.94664751
1489,1489,1530,Peru,135,1972,27,0,0,0,0,4789,22900000,1,1,0.40000001,1,-7,-12,23.360001,28.91,-9.0799999,PE,PER,South America,8.47428569,16.94664751
1490,1490,1531,Peru,135,1973,28,0,0,0,0,4964,24600000,1,1,0.40000001,1,-7,0,24.82,29.450001,-5.77,PE,PER,South America,8.510168576,17.01825704
1491,1491,1532,Peru,135,1974,29,0,0,0,0,5250,27600000,1,1,0.2,1,-7,0,25.360001,36.43,2.54,PE,PER,South America,8.566173814,17.13332637
1492,1492,1533,Peru,135,1975,30,0,0,0,0,5320,28300000,1,1,0.2,1,-7,0,25.35,32.790001,3.4000001,PE,PER,South America,8.579416535,17.1583724
1493,1493,1534,Peru,135,1976,31,0,0,0,0,5272,27800000,1,1,0.40000001,1,-7,0,26.059999,32.279999,3.3599999,PE,PER,South America,8.57035474,17.14054661
1494,1494,1535,Peru,135,1977,32,0,0,0,0,5184,26900000,1,1,0.80000001,1,-7,0,26.059999,38.619999,9.1599998,PE,PER,South America,8.553525121,17.10763688
1495,1495,1536,Peru,135,1978,33,0,0,0,0,4832,23300000,1,1,1,1,-2,5,26.059999,40.790001,4.3600001,PE,PER,South America,8.483222672,16.96396396
1496,1496,1537,Peru,135,1979,34,0,0,0,0,4835,23400000,1,1,1.2,1,2,9,26.76,46.830002,14.04,PE,PER,South America,8.483843212,16.96824662
1497,1497,1538,Peru,135,1980,35,0,0,0,0,4866,23700000,1,1,1.2,1,7,14,26.059999,41.82,9.5500002,PE,PER,South America,8.49023301,16.98098565
1498,1498,1539,Peru,135,1981,36,0,0,0,0,5110,26100000,1,1,1.2,1,7,14,25.35,35.790001,-2.8299999,PE,PER,South America,8.539150359,17.07744591
1499,1499,1540,Peru,135,1982,37,0,0,0,0,4979,24800000,1,1,0.60000002,1,7,14,26.059999,36.07,-4.73,PE,PER,South America,8.51318517,17.02635425
1500,1500,1541,Peru,135,1983,38,0,0,0,0,4362,19000000,1,1,0.40000001,1,7,9,26.76,39.200001,-7.6300001,PE,PER,South America,8.380915173,16.75994959
1501,1501,1542,Peru,135,1984,39,0,0,0,0,4375,19100000,1,1,0.40000001,1,7,5,26.76,34.759998,-7.0700002,PE,PER,South America,8.383890344,16.76519895
1502,1502,1543,Peru,135,1985,40,0,0,0,0,4383,19200000,1,1,0.40000001,1,7,0,27.459999,39.419998,3.6300001,PE,PER,South America,8.385716829,16.77042089
1503,1503,1544,Peru,135,1986,41,0,0,0,0,4776,22800000,1,1,0.2,1,7,0,27.459999,29.27,-6.8000002,PE,PER,South America,8.471568013,16.94227114
1504,1504,1545,Peru,135,1987,42,0,0,0,0,5109,26100000,1,1,0.2,1,7,0,27.459999,23.690001,-15.52,PE,PER,South America,8.538954683,17.07744591
1505,1505,1546,Peru,135,1988,43,0,0,0,0,4574,20900000,1,1,0.2,1,7,0,28.870001,29.780001,-4.9699998,PE,PER,South America,8.428361978,16.85525976
1506,1506,1547,Peru,135,1989,44,0,0,0,0,3834,14700000,1,1,0,1,7,0,30.280001,24.639999,-14.78,PE,PER,South America,8.251924714,16.50335812
1507,1507,1548,Peru,135,1990,45,0,0,0,0,3586,12900000,1,1,0,1,8,1,34.029999,23.559999,-5.71,PE,PER,South America,8.185071478,16.37273795
1508,1508,1549,Peru,135,1991,46,0,0,0,0,3766,14200000,1,1,0.2,1,8,1,32.91,21.75,-1.9299999,PE,PER,South America,8.234034208,16.46875259
1509,1509,1550,Peru,135,1992,47,0,0,0,0,3646,13300000,1,1,0.40000001,1,-3,-10,34.810001,23.82,-5.96,PE,PER,South America,8.201660191,16.40327467
1510,1510,1551,Peru,135,1993,48,0,0,0,0,3789,14400000,1,1,0.40000001,1,1,-6,35,24.110001,-0.52999997,PE,PER,South America,8.240121298,16.48273883
1511,1511,1552,Peru,135,1994,49,0,0,0,0,4166,17400000,1,1,0.40000001,1,1,-6,35,25.530001,1.97,PE,PER,South America,8.334951631,16.67198082
1512,1512,1553,Peru,135,1995,50,0,0,0,0,4428,19600000,1,1,0.80000001,1,1,-7,35.220001,27.799999,6.04,PE,PER,South America,8.395929104,16.79104018
1513,1513,1554,Peru,135,1996,51,0,0,0,0,4435,19700000,1,1,0.60000002,1,1,-7,37.110001,28.309999,4.4899998,PE,PER,South America,8.397508348,16.79612924
1514,1514,1555,Peru,135,1997,52,0,0,0,0,4649,21600000,1,1,0.60000002,1,1,4,35.849998,32.720001,8.6099997,PE,PER,South America,8.444622499,16.88820392
1515,1515,1556,Peru,135,1998,53,0,0,0,0,4552,20700000,1,1,0.80000001,1,1,0,35.849998,31.809999,6.2800002,PE,PER,South America,8.423541635,16.84564431
1516,1516,1557,Peru,135,1999,54,0,0,0,0,4514,20400000,1,1,0.80000001,1,3,2,31.450001,31.950001,4.1500001,PE,PER,South America,8.415160466,16.83104551
1517,1517,1558,Peru,135,2000,55,0,0,0,0,4583,21000000,1,1,0.40000001,1,3,2,31.450001,33.810001,5.5,PE,PER,South America,8.430327258,16.86003304
1523,1523,1564,Brazil,140,1950,5,0,0,0,0,1656,2742336,1,0,0,1,5,-2,29.629999,18.98,5.3600001,BR,BRA,South America,7.412764017,14.82432103
1524,1524,1565,Brazil,140,1951,6,0,0,0,0,1688,2849344,1,0,0,1,5,-2,29.27,24.34,5.3600001,BR,BRA,South America,7.431891917,14.8625997
1525,1525,1566,Brazil,140,1952,7,0,0,0,0,1785,3186225,1,0,0,1,5,0,32.93,17.870001,-1.12,BR,BRA,South America,7.487733761,14.9743477
1526,1526,1567,Brazil,140,1953,8,1,1,0,0,1848,3415104,1,0,0,1,5,0,31.33,14.12,-4.8699999,BR,BRA,South America,7.522400231,15.0437188
1564,1564,1605,Brazil,140,1991,46,0,0,0,0,6221,38700000,1,0,0,1,8,1,32.91,16.59,0.94,BR,BRA,South America,8.735846677,17.47135018
1565,1565,1606,Brazil,140,1992,47,0,0,0,0,6073,36900000,1,0,0,1,8,1,34.810001,19.25,2.6700001,BR,BRA,South America,8.711772646,17.42372214
1566,1566,1607,Brazil,140,1993,48,0,0,0,0,6294,39600000,1,0,0,1,8,0,35,19.6,6.3600001,BR,BRA,South America,8.747510946,17.4943397
1567,1567,1608,Brazil,140,1994,49,0,0,0,0,6578,43300000,1,0,0,1,8,0,35,18.690001,3.53,BR,BRA,South America,8.791638037,17.58366322
1568,1568,1609,Brazil,140,1995,50,0,0,0,0,6765,45800000,1,0,0,1,8,0,35.220001,17.200001,0.61000001,BR,BRA,South America,8.819665349,17.63979467
1569,1569,1610,Brazil,140,1996,51,0,0,0,0,6879,47300000,1,0,0,1,8,0,37.110001,16.299999,-2.96,BR,BRA,South America,8.836373931,17.67202087
1570,1570,1611,Brazil,140,1997,52,0,0,0,0,7012,49200000,1,0,0,1,8,0,35.849998,17.67,-1.9299999,BR,BRA,South America,8.855520849,17.7114042
1571,1571,1612,Brazil,140,1998,53,0,0,0,0,6733,45300000,1,0,0,1,8,0,35.849998,17.25,-1.4400001,BR,BRA,South America,8.8149246,17.62881761
1572,1572,1613,Brazil,140,1999,54,0,0,0,0,6884,47400000,1,0,0,1,8,0,31.450001,22.4,5.1900001,BR,BRA,South America,8.837100411,17.67413281
1573,1573,1614,Brazil,140,2000,55,0,0,0,0,7183,51600000,1,0,0,1,8,0,31.450001,23.030001,6.73,BR,BRA,South America,8.87961161,17.75903225
1579,1579,1620,Bolivia,145,1950,5,0,0,0,0,2744,7529536,0,0,0,1,-5,0,29.629999,40.369999,3.25,BO,BOL,South America,7.917536354,15.83434411
1580,1580,1621,Bolivia,145,1951,6,0,0,0,0,2880,8294400,0,0,0,1,-5,0,29.27,43.619999,3.25,BO,BOL,South America,7.965892735,15.93109127
1581,1581,1622,Bolivia,145,1952,7,0,0,0,0,2851,8128201,0,0,0,1,-4,1,32.93,44.110001,3.74,BO,BOL,South America,7.955775782,15.9108503
1582,1582,1623,Bolivia,145,1953,8,0,0,0,0,2469,6095961,0,0,0,1,-4,1,31.33,17.940001,-22.43,BO,BOL,South America,7.81197343,15.62313714
1583,1583,1624,Bolivia,145,1954,9,0,0,0,0,2421,5861241,0,0,0,1,-3,2,31.4,12.28,-28.09,BO,BOL,South America,7.792348924,15.58387208
1584,1584,1625,Bolivia,145,1955,10,0,0,0,0,2500,6250000,0,0,0,1,-3,2,31.030001,12.47,-31.15,BO,BOL,South America,7.824445931,15.64809218
1585,1585,1626,Bolivia,145,1956,11,0,0,0,0,2338,5466244,0,0,0,1,-3,2,31.82,34.830002,-9.2799997,BO,BOL,South America,7.757478767,15.51410247
1586,1586,1627,Bolivia,145,1957,12,0,0,0,0,2310,5336100,0,0,0,1,-3,1,32.580002,65.779999,47.84,BO,BOL,South America,7.74543561,15.49000579
1587,1587,1628,Bolivia,145,1958,13,0,0,0,0,2306,5317636,0,0,0,1,-3,1,28.889999,51.73,39.450001,BO,BOL,South America,7.743703258,15.48653959
1588,1588,1629,Bolivia,145,1959,14,0,0,0,0,2293,5257849,0,0,0,1,-3,0,29.030001,60.82,48.349998,BO,BOL,South America,7.738052298,15.47523276
1589,1589,1630,Bolivia,145,1960,15,0,0,0,0,2324,5400976,0,0,0,1,-3,0,25.889999,50.57,15.74,BO,BOL,South America,7.751475318,15.50209042
1590,1590,1631,Bolivia,145,1961,16,0,0,0,0,2374,5635876,0,0,0,1,-3,0,25.219999,51.709999,-14.07,BO,BOL,South America,7.772752716,15.54466333
1591,1591,1632,Bolivia,145,1962,17,0,0,0,0,2346,5503716,0,0,0.2,1,-3,0,25.219999,54.150002,2.4200001,BO,BOL,South America,7.760893196,15.52093424
1592,1592,1633,Bolivia,145,1963,18,0,0,0,0,2480,6150400,0,0,0.2,1,-3,0,25.219999,55.82,-5,BO,BOL,South America,7.816416984,15.63202784
1593,1593,1634,Bolivia,145,1964,19,0,0,0,0,2533,6416089,0,0,0.2,1,-4,-1,21.950001,58.709999,8.1300001,BO,BOL,South America,7.837554361,15.67431946
1594,1594,1635,Bolivia,145,1965,20,0,0,0,0,2671,7134241,0,0,0.2,1,-4,-1,22.58,61.470001,9.7600002,BO,BOL,South America,7.890582535,15.78041657
1595,1595,1636,Bolivia,145,1966,21,0,0,0,0,2772,7683984,0,0,0.2,1,-4,-1,22.83,61.459999,7.3200002,BO,BOL,South America,7.927685046,15.85464885
1596,1596,1637,Bolivia,145,1967,22,0,0,0,0,2901,8415801,0,0,0,1,-4,-1,22.66,64.599998,8.7799997,BO,BOL,South America,7.973155433,15.94562169
1597,1597,1638,Bolivia,145,1968,23,0,0,0,0,2492,6210064,0,0,0,1,-4,-1,22.9,61.470001,2.76,BO,BOL,South America,7.821242084,15.64168192
1598,1598,1639,Bolivia,145,1969,24,0,0,0,0,2520,6350400,0,0,0,1,-4,0,23.66,62.98,1.51,BO,BOL,South America,7.832410927,15.66402852
1599,1599,1640,Bolivia,145,1970,25,0,0,0,0,2482,6160324,0,0,0,1,-5,-1,24.059999,61.849998,0.38999999,BO,BOL,South America,7.817222786,15.63364009
1600,1600,1641,Bolivia,145,1971,26,0,0,0,0,2532,6411024,0,0,0,1,-7,-3,22.790001,57.139999,-7.46,BO,BOL,South America,7.83715965,15.67352972
1601,1601,1642,Bolivia,145,1972,27,0,0,0,0,2585,6682225,0,0,0,1,-7,-3,23.360001,56.799999,-4.6700001,BO,BOL,South America,7.857867559,15.71496172
1602,1602,1643,Bolivia,145,1973,28,0,0,0,0,2739,7502121,0,0,0,1,-7,-3,24.82,70.370003,7.3899999,BO,BOL,South America,7.915713199,15.83069647
1603,1603,1644,Bolivia,145,1974,29,0,0,0,0,2832,8020224,0,0,0,1,-7,-3,25.360001,77.360001,15.5,BO,BOL,South America,7.9490915,15.89747703
1604,1604,1645,Bolivia,145,1975,30,0,0,0,0,2891,8357881,0,0,0,1,-7,-2,25.35,74.019997,16.870001,BO,BOL,South America,7.969703583,15.9387156
1605,1605,1646,Bolivia,145,1976,31,0,0,0,0,3033,9199089,0,0,0,1,-7,0,26.059999,72.279999,15.48,BO,BOL,South America,8.01763716,16.03461512
1606,1606,1647,Bolivia,145,1977,32,0,0,0,0,3089,9541921,0,0,0,1,-7,0,26.059999,72.480003,2.1199999,BO,BOL,South America,8.03592637,16.07120549
1607,1607,1648,Bolivia,145,1978,33,0,0,0,0,3128,9784384,0,0,0.2,1,-4,3,26.059999,67.529999,-9.8299999,BO,BOL,South America,8.048468744,16.09629831
1608,1608,1649,Bolivia,145,1979,34,0,0,0,0,3126,9771876,0,0,0.2,1,-4,3,26.76,66.400002,-7.6199999,BO,BOL,South America,8.047829357,16.09501912
1609,1609,1650,Bolivia,145,1980,35,0,0,0,0,3046,9278116,0,0,0.2,1,-7,0,26.059999,47.349998,-24.93,BO,BOL,South America,8.021912779,16.04316917
1610,1610,1651,Bolivia,145,1981,36,0,0,0,0,3012,9072144,0,0,0.2,1,-7,0,25.35,46.369999,-26.120001,BO,BOL,South America,8.010691539,16.02071929
1611,1611,1652,Bolivia,145,1982,37,0,0,0,0,2869,8231161,0,0,0.2,1,8,15,26.059999,58.540001,-8.9899998,BO,BOL,South America,7.962067309,15.92343775
1612,1612,1653,Bolivia,145,1983,38,0,0,0,0,2684,7203856,0,0,0,1,8,12,26.76,52.360001,-14.04,BO,BOL,South America,7.895436007,15.79012713
1613,1613,1654,Bolivia,145,1984,39,0,0,0,0,2649,7017201,0,0,0,1,8,12,26.76,49.48,2.1300001,BO,BOL,South America,7.882314919,15.76387512
1614,1614,1655,Bolivia,145,1985,40,0,0,0,0,2542,6461764,0,0,0,1,9,16,27.459999,41.889999,-4.48,BO,BOL,South America,7.841099765,15.68141306
1615,1615,1656,Bolivia,145,1986,41,0,0,0,0,2387,5697769,0,0,0,1,9,16,27.459999,47.029999,-11.51,BO,BOL,South America,7.778211475,15.55558543
1616,1616,1657,Bolivia,145,1987,42,0,0,0,0,2384,5683456,0,0,0,1,9,1,27.459999,43.619999,-8.7399998,BO,BOL,South America,7.776954403,15.55307023
1617,1617,1658,Bolivia,145,1988,43,0,0,0,0,2382,5673924,0,0,0,1,9,1,28.870001,41.91,-7.5700002,BO,BOL,South America,7.776115477,15.55139168
1618,1618,1659,Bolivia,145,1989,44,0,0,0,0,2421,5861241,0,0,0,1,9,1,30.280001,45.650002,3.76,BO,BOL,South America,7.792348924,15.58387208
1619,1619,1660,Bolivia,145,1990,45,0,0,0,0,2448,5992704,0,0,0,1,9,0,34.029999,46.700001,-0.33000001,BO,BOL,South America,7.803435057,15.60605345
